CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
33,58,69,66,0,0,0,0,1804,1805,1795,1805,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
50,61,58,72,0,0,0,0,1804,1804,1804,1803,0,0,0,0,7,905,1088,2176,2176,1088,932,3250,10710,,
33,50,50,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,9,905,1088,2176,2176,1088,932,3250,10710,,
38,61,61,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1088,2176,2176,1088,932,3250,10710,,
61,46,58,76,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,2176,2176,1088,932,3250,10710,,
63,41,64,45,0,0,0,0,1802,1804,1804,1804,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
69,58,36,41,0,0,0,0,1804,1804,1804,1804,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
53,45,71,53,0,0,0,0,1801,1804,1804,1804,0,0,0,0,8,905,1088,2176,2020,1088,932,3250,10554,,
27,41,72,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,8,905,1088,2176,2175,1088,932,3250,10709,,
66,63,64,46,0,0,0,0,1804,1803,1803,1802,0,0,0,0,8,905,1088,2176,2175,1088,932,3250,10709,,
50,42,78,54,0,0,0,0,1804,1804,1804,1800,0,0,0,0,9,905,1088,2175,2175,1088,932,3250,10708,,
38,50,84,58,0,0,0,0,1804,1803,1804,1804,0,0,0,0,8,905,1088,2175,2175,1088,932,3250,10708,,
42,58,72,61,0,0,0,0,1804,1804,1804,1805,0,0,0,0,4,905,1088,2175,2175,1088,932,3250,10708,,
50,54,69,45,0,0,0,0,1804,1803,1804,1804,0,0,0,0,8,905,1088,2176,2176,1088,932,3250,10710,,
53,45,58,61,0,0,0,0,1804,1804,1804,1804,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
72,53,36,50,0,0,0,0,1804,1804,1804,1805,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
46,71,57,41,0,0,0,0,1802,1804,1803,1804,0,0,0,0,7,905,1088,2176,2176,1088,932,3250,10710,,
53,63,33,53,0,0,0,0,1804,1803,1799,1802,0,0,0,0,6,905,1088,2176,2176,1088,932,3250,10710,,
72,58,41,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,2020,2020,1088,932,3250,10398,,
75,57,36,41,0,0,0,0,1804,1804,1806,1804,0,0,0,0,7,905,1088,2176,2176,1088,932,3250,10710,,
58,57,46,78,0,0,0,0,1804,1806,1803,1804,0,0,0,0,8,905,1088,2020,2176,1088,932,3250,10554,,
38,33,61,61,0,0,0,0,1803,1804,1804,1804,0,0,0,0,9,905,1088,2020,2176,1088,932,3250,10554,,
63,61,54,42,0,0,0,0,1804,1804,1804,1801,0,0,0,0,4,905,1088,2020,2176,1088,932,3250,10554,,
53,75,50,50,0,0,0,0,1804,1804,1804,1804,0,0,0,0,6,905,1088,2020,2020,1088,932,3250,10398,,
58,50,57,27,0,0,0,0,1803,1804,1804,1804,0,0,0,0,4,905,1088,2020,2176,1088,932,3250,10554,,
69,57,71,41,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,2020,2176,1088,932,3250,10554,,
35,41,54,61,0,0,0,0,1802,1804,1804,1804,0,0,0,0,8,905,1088,2020,2020,1088,932,3250,10398,,
36,45,58,61,0,0,0,0,1804,1804,1803,1804,0,0,0,0,3,905,1088,2176,2176,1088,932,3250,10710,,
58,33,63,58,0,0,0,0,1803,1803,1805,1805,0,0,0,0,12,905,1088,2020,2020,1088,932,3250,10398,,
46,30,64,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,7,905,1088,2020,2176,1088,932,3250,10554,,
57,50,66,66,0,0,0,0,1804,1804,1805,1802,0,0,0,0,8,905,1088,2020,2176,1088,932,3250,10554,,
66,50,30,16,0,0,0,0,1805,1804,1804,1804,0,0,0,0,8,905,1088,2020,2176,1088,932,3250,10554,,
50,53,38,53,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,2020,2176,1088,932,3250,10554,,
58,36,41,38,0,0,0,0,1803,1804,1804,1804,0,0,0,0,10,905,1088,1865,2176,1088,932,3250,10399,,
69,33,27,33,0,0,0,0,1804,1804,1804,1804,0,0,0,0,7,905,1088,1865,2176,1244,932,3250,10555,,
33,38,38,66,0,0,0,0,1804,1808,1804,1803,0,0,0,0,8,905,1088,1865,2176,1244,932,3250,10555,,
27,33,38,66,0,0,0,0,1804,1804,1804,1800,0,0,0,0,9,905,1088,1865,2176,1244,932,3290,10595,,
42,33,46,61,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,1865,2176,1244,932,3290,10595,,
33,20,58,36,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,1865,2176,1244,932,3290,10595,,
36,33,46,38,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,1865,2176,1244,932,3290,10595,,
25,41,46,45,0,0,0,0,1807,1804,1798,1804,0,0,0,0,4,905,1088,1710,2176,1244,932,3290,10440,,
38,30,33,36,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,1710,2176,1244,932,3290,10440,,
54,27,23,38,0,0,0,0,1804,1804,1803,1804,0,0,0,0,7,905,1088,1710,2176,1244,932,3290,10440,,
45,53,30,33,0,0,0,0,1804,1803,1804,1804,0,0,0,0,8,905,1088,1710,2176,1244,932,3290,10440,,
45,38,41,33,0,0,0,0,1804,1804,1805,1804,0,0,0,0,8,905,1088,1710,2176,1244,932,3290,10440,,
