CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,mJ,Total_mJ,Total_J,Total_Time_s,average_mW,average_GPU_Usage_%,average_CPU_Usage_%,CV_mW
0,0,15,0,75,0,18,0,2264,2262,2262,2264,2265,2263,2264,2264,67,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
15,0,38,8,53,54,15,30,2260,2261,2265,2263,2261,2265,2264,2265,0,318,773,2940,2630,464,3120,9927,59,,,,,,,0.0
8,8,80,16,0,15,0,0,2263,2264,2264,2264,2264,2267,2265,2264,0,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
16,16,69,41,9,9,33,0,2264,2264,2264,2264,2264,2264,2264,2263,71,318,773,3095,2630,464,3160,10122,61,,,,,,,0.0
23,8,0,7,8,15,83,0,2266,2264,2264,2264,2264,2265,2255,2264,0,318,773,2940,2630,464,3120,9927,59,,,,,,,
8,0,8,0,0,8,75,0,2263,2264,2263,2264,2265,2264,2263,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
9,0,0,0,0,0,90,0,2264,2265,2264,2262,2264,2266,2265,2266,5,318,774,2786,2631,464,3120,9775,58,,,,,,,0.0
8,0,14,8,8,8,84,8,2264,2263,2264,2265,2264,2263,2264,2264,0,318,774,2786,2631,309,3120,9620,57,,,,,,,0.0
0,8,8,7,8,8,75,14,2263,2263,2264,2263,2263,2264,2262,2263,79,318,774,2631,2631,464,3120,9620,57,,,,,,,
21,0,8,0,7,16,84,16,2264,2263,2262,2259,2266,2265,2263,2264,0,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
9,15,0,8,0,8,72,0,2264,2263,2262,2265,2257,2263,2259,2265,0,318,774,2631,2631,464,3120,9620,57,,,,,,,
0,0,0,0,0,8,91,0,2263,2263,2268,2255,2264,2262,2265,2263,97,318,774,2477,2631,464,3120,9466,57,,,,,,,
33,53,25,30,25,50,83,27,2262,2263,2264,2265,2264,2265,2264,2264,0,318,773,3095,2630,464,3160,10122,61,,,,,,,0.0
23,100,21,50,8,18,66,15,2264,2264,2265,2264,2264,2264,2264,2264,35,318,773,3712,2784,464,3160,10893,65,,,,,,,0.0
9,100,0,41,16,8,25,90,2269,2264,2264,2265,2265,2264,2262,2265,52,318,773,4176,2784,464,3160,11357,68,,,,,,,0.0
23,54,21,36,45,18,33,75,2264,2268,2264,2262,2264,2265,2268,2264,0,318,773,4484,2784,463,3160,11664,70,,,,,,,0.0
0,23,0,8,0,8,0,75,2263,2264,2264,2264,2264,2264,2264,2264,9,318,773,4021,2784,464,3160,11202,67,,,,,,,0.0
15,16,8,0,0,7,0,91,2264,2264,2263,2263,2258,2263,2263,2267,0,318,773,3557,2630,464,3160,10584,63,,,,,,,0.0
23,100,100,91,100,100,8,72,2264,2264,2263,2265,2263,2264,2264,2265,0,318,773,4793,2783,463,3200,12012,72,,,,,,,0.0
25,100,100,100,100,100,8,84,2264,2265,2264,2264,2263,2265,2264,2264,95,318,772,5718,2782,463,3200,12935,77,,,,,,,0.0
16,100,76,81,91,76,8,83,2265,2263,2264,2266,2262,2263,2262,2263,1,318,772,6334,2780,463,3200,13549,81,,,,,,,
16,100,72,66,69,66,0,76,2264,2264,2264,2264,2264,2265,2264,2261,0,318,772,6488,2780,617,3240,13897,83,,,,,,,
10,18,16,18,0,8,14,90,2264,2264,2264,2262,2264,2264,2264,2264,51,318,772,5718,2782,463,3240,12975,78,,,,,,,0.0
23,8,15,0,0,0,0,83,2264,2262,2264,2264,2264,2264,2256,2262,0,318,773,4947,2783,463,3200,12166,73,,,,,,,0.0
8,15,0,0,8,7,0,75,2264,2263,2267,2264,2263,2262,2264,2263,89,318,773,4331,2784,463,3200,11551,69,,,,,,,0.0
8,8,8,7,7,0,8,83,2264,2263,2261,2265,2264,2267,2261,2263,0,318,773,3867,2629,464,3160,10893,65,,,,,,,0.0
15,50,0,0,0,7,7,76,2263,2264,2264,2264,2264,2264,2264,2264,97,318,773,3712,2784,464,3160,10893,65,,,,,,,0.0
9,23,8,0,0,0,8,90,2265,2262,2266,2263,2265,2265,2263,2262,0,318,773,3404,2630,464,3160,10431,62,,,,,,,0.0
8,8,0,8,0,0,0,75,2264,2261,2263,2264,2264,2264,2264,2263,25,318,773,3095,2630,464,3160,10122,61,,,,,,,0.0
15,8,0,0,7,0,8,83,2264,2264,2264,2263,2267,2264,2263,2264,5,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
23,9,8,0,8,0,7,75,2265,2262,2265,2264,2264,2265,2264,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
8,15,15,0,7,14,0,84,2264,2257,2264,2264,2265,2263,2266,2262,1,318,774,2786,2630,464,3160,9814,59,,,,,,,0.0
9,8,0,7,0,0,7,72,2264,2265,2264,2263,2265,2264,2262,2261,0,318,774,2630,2630,464,3160,9658,58,,,,,,,
9,7,8,8,0,0,0,91,2265,2265,2264,2261,2265,2264,2262,2261,49,318,774,2630,2630,464,3120,9618,57,,,,,,,
8,0,15,0,0,0,0,75,2264,2265,2264,2262,2263,2264,2262,2262,0,318,774,2477,2630,464,3120,9465,57,,,,,,,0.0
25,15,0,0,0,0,0,83,2268,2259,2264,2264,2264,2269,2264,2264,95,318,774,2476,2630,464,3120,9464,57,,,,,,,0.0
0,8,16,8,0,0,0,83,2266,2262,2264,2264,2263,2261,2264,2264,0,318,773,2630,2630,464,3120,9617,57,,,,,,,0.0
15,8,0,8,7,7,8,72,2264,2263,2264,2264,2264,2263,2260,2265,98,318,773,2476,2630,464,3160,9503,57,,,,,,,
9,16,0,8,8,0,0,83,2264,2264,2264,2263,2265,2268,2262,2264,0,318,774,2476,2630,309,3120,9309,56,,,,,,,
0,0,8,8,0,15,8,75,2264,2262,2270,2260,2263,2264,2264,2263,30,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,0,7,8,7,15,90,2264,2264,2263,2264,2264,2267,2264,2264,8,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,15,8,8,0,75,2264,2264,2265,2265,2264,2264,2264,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
7,0,0,8,8,0,0,84,2264,2264,2262,2265,2263,2254,2263,2267,2,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
9,0,7,8,8,15,8,75,2264,2264,2264,2264,2262,2264,2263,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,15,0,8,7,84,2264,2266,2263,2264,2263,2262,2264,2265,63,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
18,15,9,50,35,16,0,90,2263,2265,2264,2264,2263,2264,2264,2263,0,318,774,2786,2631,464,3120,9775,58,,,,,,,0.0
15,15,0,0,0,0,8,76,2264,2263,2266,2263,2263,2263,2261,2264,62,318,774,2631,2631,464,3160,9660,58,,,,,,,
8,8,0,0,0,0,0,83,2262,2265,2264,2262,2264,2263,2264,2265,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
16,23,8,16,8,15,8,75,2263,2264,2264,2263,2264,2263,2263,2262,95,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
36,33,25,83,16,8,0,83,2264,2252,2265,2264,2265,2263,2263,2265,0,318,773,3249,2630,464,3160,10276,61,,,,,,,0.0
8,0,8,0,8,15,0,72,2265,2263,2262,2253,2264,2265,2265,2264,0,318,773,3095,2630,464,3160,10122,61,,,,,,,0.0
0,0,0,7,7,8,0,91,2263,2263,2263,2261,2264,2264,2264,2263,31,318,773,2940,2630,464,3160,9967,60,,,,,,,
9,8,0,9,0,8,8,75,2264,2262,2263,2262,2264,2261,2264,2265,0,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
8,15,0,0,8,0,8,81,2264,2263,2266,2263,2264,2262,2264,2261,23,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
9,0,21,0,16,8,0,83,2265,2264,2264,2265,2262,2264,2264,2263,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,0,0,8,8,8,0,75,2265,2265,2265,2263,2264,2263,2264,2263,79,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
16,16,16,0,100,23,14,92,2265,2264,2265,2264,2265,2264,2265,2256,0,318,773,3249,2630,464,3160,10276,61,,,,,,,0.0
42,25,33,0,83,41,16,75,2264,2263,2264,2264,2264,2264,2264,2273,3,318,773,4021,2784,464,3160,11202,67,,,,,,,0.0
54,41,33,33,45,16,0,83,2264,2264,2263,2263,2262,2269,2264,2264,0,318,773,4484,2783,463,3160,11663,70,,,,,,,
9,16,42,30,100,20,15,76,2265,2265,2264,2265,2263,2264,2265,2265,0,318,773,4793,2783,463,3200,12012,72,,,,,,,0.0
27,16,0,33,100,53,0,83,2261,2264,2260,2264,2265,2264,2265,2264,98,318,773,5102,2783,463,3200,12321,74,,,,,,,0.0
16,45,23,8,92,33,8,90,2266,2265,2264,2264,2264,2264,2264,2264,0,318,773,5255,2782,463,3200,12473,75,,,,,,,
54,33,75,46,100,16,9,76,2265,2264,2264,2262,2264,2262,2266,2261,56,318,772,5564,2782,463,3200,12781,77,,,,,,,0.0
92,16,100,100,100,100,8,83,2264,2265,2265,2264,2265,2265,2265,2265,6,318,772,6334,2780,617,3200,13703,82,,,,,,,0.0
61,16,38,36,50,38,16,83,2263,2262,2263,2263,2264,2264,2264,2263,0,318,772,6179,2780,617,3240,13588,81,,,,,,,0.0
41,30,18,23,0,9,8,84,2262,2260,2263,2264,2262,2264,2262,2264,85,318,772,5718,2782,463,3240,12975,78,,,,,,,0.0
23,21,15,8,9,16,0,83,2265,2264,2264,2264,2261,2264,2262,2265,0,318,773,4947,2783,463,3200,12166,73,,,,,,,0.0
0,16,18,9,0,7,7,76,2264,2263,2263,2263,2264,2263,2263,2264,58,318,773,4484,2783,463,3200,11703,70,,,,,,,0.0
0,8,0,0,0,8,8,75,2262,2265,2264,2263,2265,2264,2265,2265,0,318,773,3867,2784,464,3200,11088,66,,,,,,,0.0
15,0,23,0,0,0,0,81,2264,2265,2264,2264,2264,2265,2264,2263,10,318,773,3557,2784,464,3160,10738,64,,,,,,,0.0
8,15,0,0,0,0,8,75,2259,2264,2261,2264,2264,2263,2264,2265,51,318,928,3249,2785,464,3160,10586,63,,,,,,,0.0
9,8,8,0,0,8,9,75,2260,2265,2264,2264,2264,2264,2263,2265,0,318,773,3095,2785,464,3160,10277,61,,,,,,,0.0
0,8,16,16,7,7,0,83,2262,2264,2262,2264,2264,2265,2264,2253,5,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
23,16,16,41,8,8,8,75,2264,2262,2265,2261,2264,2263,2265,2264,53,318,928,3095,2785,464,3160,10432,62,,,,,,,
15,8,8,7,0,0,0,83,2263,2264,2265,2264,2263,2262,2264,2264,0,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
0,8,0,0,0,0,0,75,2264,2263,2264,2264,2264,2263,2264,2262,64,318,928,2785,2630,464,3160,9967,60,,,,,,,0.0
16,9,0,0,0,0,0,75,2263,2263,2271,2264,2265,2261,2263,2263,0,318,928,2630,2785,464,3160,9967,60,,,,,,,0.0
8,8,0,0,0,0,0,91,2264,2261,2260,2264,2263,2265,2265,2260,0,318,773,2630,2630,464,3160,9657,58,,,,,,,
0,0,0,8,0,0,23,75,2264,2262,2263,2263,2262,2264,2262,2264,98,318,928,2476,2630,464,3160,9658,58,,,,,,,0.0
8,8,16,7,0,7,21,84,2264,2264,2264,2262,2264,2263,2272,2269,0,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
0,8,21,8,7,0,8,72,2266,2260,2267,2259,2261,2264,2262,2264,23,318,928,2476,2630,464,3160,9658,58,,,,,,,0.0
21,0,8,0,0,0,7,83,2264,2262,2264,2263,2265,2264,2263,2264,10,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,16,0,0,0,8,0,76,2261,2260,2263,2255,2263,2263,2263,2263,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,8,8,16,0,8,7,90,2264,2262,2263,2263,2265,2263,2264,2264,20,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
9,8,7,0,15,0,8,81,2264,2260,2265,2264,2263,2264,2264,2265,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
16,7,0,8,30,0,75,8,2261,2264,2265,2264,2265,2265,2269,2262,6,318,774,2631,2631,464,3160,9660,58,,,,,,,0.0
8,18,0,0,0,8,84,28,2264,2264,2264,2264,2265,2264,2263,2263,19,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
16,36,25,0,8,8,83,8,2264,2263,2264,2264,2265,2265,2262,2259,0,318,774,2940,2630,464,3160,9968,60,,,,,,,
9,8,0,0,0,0,83,0,2264,2257,2264,2263,2265,2263,2264,2263,60,318,774,2786,2631,464,3120,9775,58,,,,,,,0.0
8,7,0,8,8,8,84,8,2260,2264,2264,2264,2264,2263,2264,2262,0,318,774,2631,2631,309,3120,9465,57,,,,,,,0.0
0,15,16,0,0,0,72,7,2264,2256,2263,2256,2264,2263,2266,2264,34,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
16,0,0,7,0,0,84,8,2267,2263,2264,2265,2264,2264,2264,2262,7,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
8,8,0,0,0,0,81,8,2264,2263,2264,2264,2264,2262,2264,2264,0,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,0,8,0,0,8,83,0,2264,2263,2261,2264,2264,2264,2263,2265,84,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,8,7,7,0,0,85,0,2264,2263,2264,2264,2261,2264,2264,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
15,0,9,0,15,0,72,0,2262,2264,2264,2264,2261,2263,2264,2263,93,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,8,8,7,0,0,84,14,2264,2264,2263,2263,2269,2263,2264,2264,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
15,8,0,0,0,0,72,16,2264,2260,2264,2263,2264,2265,2262,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,
0,0,8,0,0,0,83,0,2265,2264,2260,2265,2264,2263,2258,2265,61,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
14,15,7,0,0,15,83,0,2265,2262,2260,2267,2263,2264,2264,2262,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,15,0,0,0,7,83,8,2263,2265,2263,2264,2264,2264,2262,2264,84,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,16,15,20,0,0,84,0,2264,2262,2264,2265,2264,2265,2263,2263,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
21,0,8,8,7,7,75,15,2264,2262,2264,2263,2263,2265,2265,2263,10,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
0,0,15,0,0,8,90,0,2263,2265,2264,2264,2264,2259,2264,2262,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,0,0,0,0,66,8,2263,2264,2264,2261,2264,2264,2269,2258,7,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,7,8,7,7,28,91,8,2264,2265,2264,2264,2264,2262,2265,2264,25,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,8,15,8,15,9,84,7,2264,2263,2267,2265,2261,2263,2264,2262,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,8,8,0,0,75,0,2264,2264,2264,2263,2261,2264,2263,2267,95,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
14,8,0,8,21,8,90,8,2264,2264,2266,2264,2264,2264,2264,2265,0,318,774,2477,2631,309,3160,9351,56,,,,,,,0.0
8,7,0,7,0,7,75,8,2264,2264,2264,2264,2263,2264,2266,2264,88,318,774,2322,2630,464,3160,9350,56,,,,,,,
0,9,8,0,0,8,81,0,2262,2266,2269,2264,2263,2256,2264,2270,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
42,0,7,0,8,0,75,8,2264,2260,2264,2261,2264,2264,2264,2264,48,318,773,2476,2630,464,3160,9503,57,,,,,,,0.0
0,7,0,0,8,15,84,0,2260,2267,2261,2264,2267,2264,2263,2264,2,318,774,2476,2631,309,3120,9310,56,,,,,,,
0,0,0,7,16,15,72,7,2264,2264,2265,2264,2263,2264,2264,2264,60,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,8,8,0,7,8,91,15,2264,2264,2263,2264,2261,2265,2264,2265,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,15,0,0,9,66,0,2263,2257,2265,2264,2255,2264,2261,2264,3,318,774,2322,2631,464,3160,9351,56,,,,,,,
8,0,15,8,0,15,90,0,2265,2263,2265,2265,2261,2265,2257,2265,13,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,0,0,0,8,75,8,2264,2260,2263,2261,2263,2262,2264,2265,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
15,0,8,8,0,15,83,7,2265,2264,2264,2265,2262,2264,2263,2258,77,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,0,7,8,7,78,0,2264,2264,2264,2262,2258,2264,2265,2272,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,0,0,0,0,84,0,2260,2265,2264,2263,2264,2264,2263,2260,35,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,7,14,8,15,14,81,7,2263,2264,2263,2265,2264,2262,2263,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,8,8,0,0,81,0,2262,2264,2264,2264,2256,2263,2265,2257,80,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,0,0,14,8,76,0,2264,2264,2263,2264,2262,2258,2264,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,8,7,0,7,81,8,2264,2262,2264,2266,2265,2264,2262,2264,31,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,7,0,8,8,8,83,0,2264,2263,2260,2264,2263,2264,2264,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,0,0,0,0,76,7,2265,2261,2264,2263,2266,2264,2264,2263,72,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,0,8,8,0,83,0,2264,2264,2266,2262,2264,2264,2263,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
15,8,8,9,8,45,80,7,2264,2264,2264,2259,2264,2263,2260,2264,91,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,8,0,0,83,8,2262,2264,2264,2262,2264,2275,2264,2264,0,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,8,15,8,0,0,76,0,2264,2264,2265,2261,2264,2260,2263,2265,97,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
15,0,0,0,15,8,84,0,2265,2264,2263,2262,2264,2264,2264,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,9,0,0,0,8,75,7,2263,2262,2262,2264,2264,2262,2264,2264,37,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,8,8,8,0,90,0,2264,2263,2264,2264,2264,2257,2260,2265,2,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,8,0,0,0,8,69,7,2264,2263,2261,2265,2265,2264,2263,2260,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,8,7,15,36,0,50,8,2265,2262,2264,2264,2262,2264,2263,2266,50,318,774,2322,2631,464,3120,9311,56,,,,,,,
15,0,8,8,84,8,0,8,2264,2264,2262,2254,2262,2264,2264,2263,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
15,8,8,0,76,8,0,0,2263,2264,2260,2264,2264,2258,2264,2263,84,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
9,8,0,0,90,0,7,0,2263,2263,2265,2264,2265,2264,2264,2261,0,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,0,8,15,72,0,0,8,2264,2264,2265,2272,2266,2264,2264,2259,35,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
7,7,15,15,83,15,0,0,2265,2263,2261,2260,2264,2264,2264,2264,4,318,774,2477,2631,309,3120,9311,56,,,,,,,0.0
0,7,0,8,76,0,8,8,2264,2261,2261,2264,2262,2263,2264,2272,60,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,7,0,84,0,15,8,2265,2264,2263,2262,2265,2263,2259,2264,1,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,7,8,15,75,0,0,0,2258,2265,2264,2264,2264,2263,2263,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
0,0,15,15,90,0,0,7,2270,2262,2264,2264,2264,2264,2265,2263,20,318,774,2322,2631,464,3120,9311,56,,,,,,,
0,0,0,8,69,0,0,0,2264,2264,2264,2264,2264,2264,2264,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,0,0,90,0,0,8,2263,2265,2265,2265,2265,2264,2262,2264,5,318,774,2322,2631,464,3120,9311,56,,,,,,,
15,8,0,8,75,0,8,8,2264,2263,2257,2265,2264,2265,2263,2263,0,318,774,2322,2631,464,3120,9311,56,,,,,,,
21,7,0,8,83,0,0,0,2264,2263,2267,2264,2265,2263,2264,2265,56,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,0,8,8,83,8,0,8,2263,2260,2258,2266,2266,2263,2262,2258,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,0,0,0,83,0,8,0,2264,2264,2263,2264,2263,2274,2261,2263,95,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
8,8,0,8,85,8,0,7,2272,2264,2265,2264,2268,2264,2264,2265,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,8,0,0,72,0,8,8,2264,2256,2263,2263,2264,2258,2265,2256,95,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,15,8,83,14,7,0,2265,2264,2265,2263,2264,2260,2264,2259,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,8,0,72,8,0,0,2263,2267,2269,2273,2264,2264,2265,2264,12,318,774,2322,2631,464,3120,9311,56,,,,,,,
0,0,0,0,90,8,0,0,2264,2264,2263,2265,2265,2264,2264,2264,33,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,7,0,9,76,8,8,8,2262,2264,2264,2265,2264,2264,2264,2265,0,318,774,2322,2631,309,3160,9196,55,,,,,,,
8,15,14,15,81,0,7,0,2264,2261,2265,2265,2264,2265,2265,2262,85,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,0,8,7,83,0,0,15,2264,2264,2263,2264,2264,2265,2264,2264,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,0,8,72,0,7,7,2264,2265,2263,2264,2263,2262,2264,2264,94,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
0,14,7,8,84,0,0,0,2264,2262,2263,2265,2263,2258,2264,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,
15,8,8,8,75,0,0,0,2261,2265,2264,2256,2264,2264,2265,2264,0,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,8,8,8,91,0,8,0,2264,2264,2266,2264,2265,2260,2261,2264,33,318,774,2322,2631,309,3120,9156,55,,,,,,,
0,0,8,0,75,0,0,21,2264,2263,2264,2262,2261,2264,2262,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,7,8,7,83,8,0,0,2265,2265,2264,2264,2265,2258,2264,2264,17,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,0,0,83,0,0,8,2264,2265,2264,2264,2269,2264,2264,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
7,0,8,0,75,8,0,0,2264,2263,2264,2264,2264,2264,2265,2263,88,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
8,0,15,8,90,0,8,0,2264,2262,2257,2264,2265,2264,2263,2263,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,0,0,15,72,8,7,0,2264,2263,2264,2263,2264,2264,2264,2263,37,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
7,0,8,0,83,0,0,8,2263,2262,2263,2265,2264,2264,2264,2264,5,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
54,8,18,0,75,8,23,16,2260,2256,2265,2263,2263,2264,2261,2267,36,318,774,2630,2631,464,3160,9659,58,,,,,,,0.0
0,0,0,8,83,0,0,7,2265,2264,2264,2262,2262,2264,2263,2265,3,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
15,14,0,0,76,8,0,0,2264,2264,2260,2263,2262,2264,2264,2265,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
0,0,7,7,90,0,0,0,2265,2265,2268,2268,2265,2265,2262,2264,67,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,8,8,0,75,0,0,0,2265,2264,2265,2261,2264,2264,2264,2264,0,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
8,0,0,8,84,0,0,0,2264,2265,2264,2263,2259,2264,2265,2264,52,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
7,0,8,0,83,0,8,0,2265,2266,2264,2264,2263,2263,2263,2265,0,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
0,8,0,0,75,0,0,0,2264,2264,2264,2273,2264,2263,2264,2264,53,318,774,2322,2631,464,3120,9311,56,,,,,,,0.0
8,0,8,8,90,0,0,7,2264,2264,2264,2268,2265,2261,2264,2264,1,318,774,2322,2631,309,3120,9156,55,,,,,,,0.0
16,8,0,0,69,0,0,0,2265,2261,2264,2264,2263,2264,2264,2264,0,318,774,2322,2631,464,3160,9351,56,,,,,,,0.0
7,0,0,8,90,0,0,8,2266,2263,2264,2264,2262,2265,2264,2265,38,318,774,2322,2631,464,3120,9311,56,,,,,,,
0,0,8,0,75,7,8,0,2265,2264,2261,2265,2263,2261,2264,2268,0,318,774,2322,2631,464,3120,9311,56,,,,,,,
8,21,21,66,83,33,15,9,2264,2264,2263,2266,2264,2264,2264,2262,26,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
16,16,16,83,83,8,18,9,2264,2263,2264,2264,2264,2264,2264,2263,0,318,773,3249,2630,464,3160,10276,61,,,,,,,
9,9,8,7,75,16,15,8,2264,2264,2263,2264,2264,2261,2258,2263,64,318,773,3095,2630,464,3160,10122,61,,,,,,,0.0
8,0,0,0,90,0,7,8,2264,2263,2262,2264,2264,2263,2264,2264,0,318,774,2940,2630,464,3120,9928,59,,,,,,,0.0
8,14,8,0,75,7,8,15,2264,2262,2263,2264,2264,2270,2264,2263,0,318,774,2786,2631,464,3160,9815,59,,,,,,,
8,0,0,0,84,0,0,8,2265,2264,2265,2264,2264,2264,2266,2264,0,318,774,2631,2631,464,3120,9620,57,,,,,,,0.0
0,0,7,0,75,0,0,0,2264,2265,2263,2259,2264,2263,2265,2264,0,318,774,2477,2631,464,3160,9506,57,,,,,,,0.0
8,8,8,0,90,14,0,0,2263,2263,2265,2264,2259,2263,2264,2264,40,318,774,2477,2631,464,3120,9466,57,,,,,,,0.0
